Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Willy Hernangómez,FCB,98,168,58.3,160,283,56.5,11,22,50.0
17-08-2024,Willy Hernangómez,FCB,98,168,58.3,160,283,56.5,11,22,50.0
