Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Martynas Sajus,BRE,27,474,74.2,22,18,94.4,108.4,-14.0,-6.2,13,10,12,0.9,12,4,58,1.03,1.09
17-08-2024,Martynas Sajus,BRE,27,474,74.2,22,18,94.4,108.4,-14.0,-6.2,13,10,12,0.9,12,4,58,1.03,1.09
