Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Corey Davis,GIR,19,26,73.1,12,35,34.3,21,69,30.4
19-08-2024,Corey Davis,GIR,19,26,73.1,12,35,34.3,21,69,30.4
