Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Rafa Luz,AND,30,642,78.5,16,13,109.9,109.2,0.7,0.4,10,3,6,2.5,27,0,53,0.97,1.11
17-08-2024,Rafa Luz,AND,30,642,78.5,16,13,109.9,109.2,0.7,0.4,10,3,6,2.5,27,0,53,0.97,1.11
