Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
10-08-2024,Carlos Alocén,RMA,18,199,77.2,26,20,111.7,112.8,-1.1,-14.6,10,2,7,1.2,25,1,40,0.65,1.02
