Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Xabi López-Arostegui,VBC,30,571,80.9,21,18,109.1,107.0,2.1,0.9,19,5,12,0.8,8,0,54,1.01,1.1
17-08-2024,Xabi López-Arostegui,VBC,30,571,80.9,21,18,109.1,107.0,2.1,0.9,19,5,12,0.8,8,0,54,1.01,1.1
