Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Obi Emegano,ZAR,13,15,86.7,6,19,31.6,7,18,38.9
17-08-2024,Obi Emegano,ZAR,13,15,86.7,6,19,31.6,7,18,38.9
