Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Santi Yusta,ZAR,76,95,80.0,75,139,54.0,53,150,35.3
17-08-2024,Santi Yusta,ZAR,76,95,80.0,75,139,54.0,53,150,35.3
