Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Unai Barandalla,BLB,0,0,0.0,0,0,0.0,0,0,0.0
19-08-2024,Unai Barandalla,BLB,0,0,0.0,0,0,0.0,0,0,0.0
