Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Rigoberto Mendoza,OBR,20,382,76.7,24,23,105.8,114.6,-8.8,-6.2,7,2,5,1.2,15,1,58,1.09,1.15
13-08-2024,Rigoberto Mendoza,OBR,20,382,76.7,24,23,105.8,114.6,-8.8,-6.2,7,2,5,1.2,15,1,58,1.09,1.15
