Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Jordi Rodriguez,JOV,2,3,66.7,2,8,25.0,7,25,28.0
17-08-2024,Jordi Rodriguez,JOV,2,3,66.7,2,8,25.0,7,25,28.0
