Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Yiftach Ziv,COV,14,14,100.0,7,22,31.8,3,16,18.8
13-08-2024,Yiftach Ziv,COV,14,14,100.0,7,22,31.8,3,16,18.8
