Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Chumi Ortega,PAL,34,714,76.9,13,11,104.7,115.5,-10.9,3.9,16,7,11,0.7,6,1,60,1.13,1.1
13-08-2024,Chumi Ortega,PAL,34,714,76.9,13,11,104.7,115.5,-10.9,3.9,16,7,11,0.7,6,1,60,1.13,1.1
