Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Greg Whittington,PAL,12,15,80.0,10,31,32.3,7,28,25.0
13-08-2024,Greg Whittington,PAL,12,15,80.0,10,31,32.3,7,28,25.0
