Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Tryggvi Hlinason,BLB,47,73,64.4,91,151,60.3,0,1,0.0
17-08-2024,Tryggvi Hlinason,BLB,47,73,64.4,91,151,60.3,0,1,0.0
