Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Andrew Goudelock,AND,6,6,100.0,16,33,48.5,11,24,45.8
13-08-2024,Andrew Goudelock,AND,6,6,100.0,16,33,48.5,11,24,45.8
