Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Agustín Ubal,PAL,22,28,78.6,18,41,43.9,8,24,33.3
19-08-2024,Agustín Ubal,PAL,22,28,78.6,18,41,43.9,8,24,33.3
