Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Rudy Fernández,RMA,15,18,83.3,3,6,50.0,29,77,37.7
13-08-2024,Rudy Fernández,RMA,15,18,83.3,3,6,50.0,29,77,37.7
