Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Dusan Ristic,CAN,14,17,82.4,33,64,51.6,13,34,38.2
17-08-2024,Dusan Ristic,CAN,14,17,82.4,33,64,51.6,13,34,38.2
