Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Dani Díez,BAS,30,387,78.2,9,10,109.5,115.1,-5.7,-6.6,17,4,10,1.0,3,0,67,1.34,1.12
13-08-2024,Dani Díez,BAS,30,387,78.2,9,10,109.5,115.1,-5.7,-6.6,17,4,10,1.0,3,0,67,1.34,1.12
