Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Thomas Scrubb,OBR,70,85,82.4,111,190,58.4,37,108,34.3
17-08-2024,Thomas Scrubb,OBR,70,85,82.4,111,190,58.4,37,108,34.3
