Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Tyler Kalinoski,UNI,41,757,78.8,19,19,120.2,98.7,21.5,15.8,8,4,6,2.0,12,0,61,1.18,0.98
17-08-2024,Tyler Kalinoski,UNI,41,757,78.8,19,19,120.2,98.7,21.5,15.8,8,4,6,2.0,12,0,61,1.18,0.98
