Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Adam Smith,BLB,30,697,75.4,29,26,103.4,112.7,-9.3,-6.9,7,0,4,1.5,21,0,50,0.95,1.07
