Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Justin Robinson,BRE,18,24,75.0,18,41,43.9,10,30,33.3
19-08-2024,Justin Robinson,BRE,18,24,75.0,18,41,43.9,10,30,33.3
