Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Sergi Martínez,GIR,18,29,62.1,53,101,52.5,24,73,32.9
13-08-2024,Sergi Martínez,GIR,18,29,62.1,53,101,52.5,24,73,32.9
