Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Trae Bell-Haynes,ZAR,33,863,79.3,26,21,108.4,110.4,-1.9,7.7,9,2,6,1.9,32,1,62,1.11,1.08
