Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Albert Ventura,BRE,6,12,50.0,5,8,62.5,2,16,12.5
13-08-2024,Albert Ventura,BRE,6,12,50.0,5,8,62.5,2,16,12.5
