Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Khem Birch,GIR,12,279,75.0,21,18,104.0,112.5,-8.5,1.6,17,10,13,0.6,7,4,56,1.03,1.08
17-08-2024,Khem Birch,GIR,12,279,75.0,21,18,104.0,112.5,-8.5,1.6,17,10,13,0.6,7,4,56,1.03,1.08
