Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Erik Quintela,BRE,10,13,76.9,13,29,44.8,1,12,8.3
17-08-2024,Erik Quintela,BRE,10,13,76.9,13,29,44.8,1,12,8.3
