Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Sylven Landesberg,GCA,32,421,77.5,26,24,105.6,111.1,-5.6,-9.9,8,2,5,0.6,6,0,53,0.91,1.13
19-08-2024,Sylven Landesberg,GCA,32,421,77.5,26,24,105.6,111.1,-5.6,-9.9,8,2,5,0.6,6,0,53,0.91,1.13
