Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Alexander Madsen,AND,8,13,61.5,9,23,39.1,2,12,16.7
13-08-2024,Alexander Madsen,AND,8,13,61.5,9,23,39.1,2,12,16.7
