Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Mihajlo Andric,AND,34,573,79.2,17,17,108.0,110.6,-2.6,-1.2,8,2,5,1.8,8,0,59,1.12,1.07
