Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Augusto Lima,UNI,19,171,80.1,17,14,108.9,99.6,9.3,0.1,19,6,13,2.0,14,4,39,0.77,1.04
13-08-2024,Augusto Lima,UNI,19,171,80.1,17,14,108.9,99.6,9.3,0.1,19,6,13,2.0,14,4,39,0.77,1.04
