Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Travante Williams,MAN,57,83,68.7,32,72,44.4,43,125,34.4
13-08-2024,Travante Williams,MAN,57,83,68.7,32,72,44.4,43,125,34.4
