Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Josep Puerto,VBC,37,428,77.5,17,17,104.6,107.2,-2.6,-9.7,11,4,7,1.3,8,0,56,1.05,1.05
19-08-2024,Josep Puerto,VBC,37,428,77.5,17,17,104.6,107.2,-2.6,-9.7,11,4,7,1.3,8,0,56,1.05,1.05
