Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Anthony Polite,BRE,27,463,76.8,19,17,104.4,105.4,-1.0,5.9,12,7,9,1.2,8,1,61,1.13,1.04
19-08-2024,Anthony Polite,BRE,27,463,76.8,19,17,104.4,105.4,-1.0,5.9,12,7,9,1.2,8,1,61,1.13,1.04
