Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Markel Brown,GIR,11,195,83.6,26,21,101.8,115.7,-13.9,-9.4,7,2,4,0.6,14,2,55,1.03,1.14
13-08-2024,Markel Brown,GIR,11,195,83.6,26,21,101.8,115.7,-13.9,-9.4,7,2,4,0.6,14,2,55,1.03,1.14
