Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Rob Gray,BRE,3,4,75.0,1,3,33.3,2,2,100.0
17-08-2024,Rob Gray,BRE,3,4,75.0,1,3,33.3,2,2,100.0
