Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Kenny Chery,GIR,11,181,78.0,26,26,97.7,117.5,-19.7,-14.8,7,2,4,1.3,14,0,50,0.93,1.1
13-08-2024,Kenny Chery,GIR,11,181,78.0,26,26,97.7,117.5,-19.7,-14.8,7,2,4,1.3,14,0,50,0.93,1.1
