Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Melwin Pantzar,BLB,77,101,76.2,74,125,59.2,21,63,33.3
17-08-2024,Melwin Pantzar,BLB,77,101,76.2,74,125,59.2,21,63,33.3
