Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Dani Díez,BAS,3,6,50.0,11,17,64.7,20,44,45.5
13-08-2024,Dani Díez,BAS,3,6,50.0,11,17,64.7,20,44,45.5
