Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Codi Miller-McIntyre,BAS,51,70,72.9,102,184,55.4,29,94,30.9
13-08-2024,Codi Miller-McIntyre,BAS,51,70,72.9,102,184,55.4,29,94,30.9
