Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Will Barton,COV,3,5,60.0,4,8,50.0,1,4,25.0
17-08-2024,Will Barton,COV,3,5,60.0,4,8,50.0,1,4,25.0
