Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Eli John Ndiaye,RMA,15,19,78.9,23,37,62.2,15,39,38.5
19-08-2024,Eli John Ndiaye,RMA,15,19,78.9,23,37,62.2,15,39,38.5
