Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Emir Sulejmanovic,ZAR,44,72,61.1,74,135,54.8,21,49,42.9
13-08-2024,Emir Sulejmanovic,ZAR,44,72,61.1,74,135,54.8,21,49,42.9
