Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Juan Rubio,AND,5,9,55.6,6,13,46.2,10,38,26.3
17-08-2024,Juan Rubio,AND,5,9,55.6,6,13,46.2,10,38,26.3
