Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Sacha Killeya-Jones,BLB,32,695,77.7,32,27,102.6,109.5,-6.9,-5.6,13,10,11,0.6,11,7,57,1.08,1.06
13-08-2024,Sacha Killeya-Jones,BLB,32,695,77.7,32,27,102.6,109.5,-6.9,-5.6,13,10,11,0.6,11,7,57,1.08,1.06
