Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Dani García,MAN,29,458,82.5,21,18,110.6,102.4,8.2,9.9,7,4,5,3.6,34,0,53,0.98,1.05
13-08-2024,Dani García,MAN,29,458,82.5,21,18,110.6,102.4,8.2,9.9,7,4,5,3.6,34,0,53,0.98,1.05
