Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Isaiah Piñeiro,PAL,18,400,78.7,22,20,102.9,116.3,-13.4,-1.2,17,7,12,0.6,6,1,59,1.11,1.09
19-08-2024,Isaiah Piñeiro,PAL,18,400,78.7,22,20,102.9,116.3,-13.4,-1.2,17,7,12,0.6,6,1,59,1.11,1.09
