Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Xavi Rabaseda,BLB,31,536,76.5,12,9,100.6,104.8,-4.2,-1.1,16,3,10,0.9,9,2,54,1.1,0.99
19-08-2024,Xavi Rabaseda,BLB,31,536,76.5,12,9,100.6,104.8,-4.2,-1.1,16,3,10,0.9,9,2,54,1.1,0.99
