Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Nico Laprovittola,FCB,88,108,81.5,61,119,51.3,54,146,37.0
17-08-2024,Nico Laprovittola,FCB,88,108,81.5,61,119,51.3,54,146,37.0
