Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Matas Jogela,BRE,36,46,78.3,61,120,50.8,28,108,25.9
19-08-2024,Matas Jogela,BRE,36,46,78.3,61,120,50.8,28,108,25.9
