Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
15-08-2024,Kassius Robertson,VBC,23,466,76.0,21,20,112.0,109.2,2.8,5.6,7,1,4,1.0,9,0,63,1.19,1.08
