Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
18-08-2024,Elgin Cook,CAN,33,605,74.9,17,14,112.5,112.7,-0.2,-3.1,12,7,9,1.4,8,2,59,1.1,1.12
19-08-2024,Elgin Cook,CAN,33,605,74.9,17,14,112.5,112.7,-0.2,-3.1,12,7,9,1.4,8,2,59,1.1,1.12
