Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Wilhelm Falk,MUR,1,4,25.0,1,3,33.3,0,2,0.0
17-08-2024,Wilhelm Falk,MUR,1,4,25.0,1,3,33.3,0,2,0.0
