Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
18-08-2024,Georgios Tsalmpouris,BLB,12,14,85.7,16,33,48.5,7,42,16.7
19-08-2024,Georgios Tsalmpouris,BLB,12,14,85.7,16,33,48.5,7,42,16.7
