Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Guillem Vives,JOV,33,37,89.2,16,41,39.0,30,69,43.5
13-08-2024,Guillem Vives,JOV,33,37,89.2,16,41,39.0,30,69,43.5
