Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Travante Williams,MAN,36,622,82.6,22,18,106.7,104.0,2.7,8.9,13,6,9,1.2,12,2,54,0.98,1.02
13-08-2024,Travante Williams,MAN,36,622,82.6,22,18,106.7,104.0,2.7,8.9,13,6,9,1.2,12,2,54,0.98,1.02
