Jug,Jugador,Eq,PJ,Min,Ritmo,Uso,UsoTC,EfOf,EfDef,EfNeta,Infl,%RbDf,%RbOf,%RbT,AsxPer,%As,%Tap,%TiroReal,EfTiro,EfTiroR
11-08-2024,Tryggvi Hlinason,BLB,31,562,75.7,22,17,107.6,108.0,-0.5,7.3,19,12,16,0.7,11,6,62,1.2,1.0
13-08-2024,Tryggvi Hlinason,BLB,31,562,75.7,22,17,107.6,108.0,-0.5,7.3,19,12,16,0.7,11,6,62,1.2,1.0
