Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Miquel Salvó,GCA,52,73,71.2,43,83,51.8,17,46,37.0
13-08-2024,Miquel Salvó,GCA,52,73,71.2,43,83,51.8,17,46,37.0
