Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Ben Lammers,GCA,40,51,78.4,94,161,58.4,11,34,32.4
13-08-2024,Ben Lammers,GCA,40,51,78.4,94,161,58.4,11,34,32.4
