Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
15-08-2024,Felipe Dos Anjos,AND,39,80,48.8,82,141,58.2,0,0,0.0
17-08-2024,Felipe Dos Anjos,AND,39,80,48.8,82,141,58.2,0,0,0.0
