Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Oriol Paulí,FCB,6,9,66.7,16,20,80.0,12,31,38.7
13-08-2024,Oriol Paulí,FCB,6,9,66.7,16,20,80.0,12,31,38.7
