Jug,Jugador,Eq,T1C,T1I,%T1,T2C,T2I,%T2,T3C,T3I,%T3
11-08-2024,Mihajlo Andric,AND,22,24,91.7,30,51,58.8,40,110,36.4
13-08-2024,Mihajlo Andric,AND,22,24,91.7,30,51,58.8,40,110,36.4
